Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Cédric Bakambu,cd COD,MF,Marseille,fr Ligue 1,31,1991,0.7,23,23,0,0,0,0,1,0,0,0,0,0,19,0,1
Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,27,1994,0.5,20,20,0,0,0,0,0,0,0,0,0,0,17,0,0
Mitchel Bakker,nl NED,"DF,MF",Leverkusen,de Bundesliga,22,2000,18.4,968,790,177,14,1,8,26,162,1,0,0,0,764,1,20
Ridle Baku,de GER,"DF,FW",Wolfsburg,de Bundesliga,24,1998,28.7,1551,1286,258,24,2,7,70,232,2,2,0,0,1216,7,34
Tommaso Baldanzi,it ITA,MF,Empoli,it Serie A,19,2003,19.7,647,592,52,6,3,4,21,3,6,1,0,0,534,3,19
Alejandro Balde,es ESP,DF,Barcelona,es La Liga,18,2003,27.5,1670,1444,217,32,0,5,67,185,0,0,0,0,1482,9,19
Thierno Balde,fr FRA,"DF,MF",Troyes,fr Ligue 1,20,2002,23.9,931,758,173,15,4,2,37,156,2,2,0,0,763,0,19
Carlos Baleba,cm CMR,MF,Lille,fr Ligue 1,18,2004,5.3,300,294,5,5,0,3,1,0,0,0,0,0,249,1,9
Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,34,1988,1.3,69,57,11,0,0,0,3,11,0,0,0,0,49,1,0
Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,23,1999,29.3,1656,1607,48,36,2,8,6,6,0,0,0,0,1389,1,16
Dominic Ballard,eng ENG,"FW,MF",Southampton,eng Premier League,17,2005,0.3,7,5,2,0,0,0,0,1,0,0,0,0,5,0,0
Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,30,1992,35.9,1850,1406,430,24,1,2,105,406,0,0,0,0,1422,14,46
Fodé Ballo-Touré,sn SEN,DF,Milan,it Serie A,25,1997,5.8,281,219,62,6,0,1,17,56,0,0,0,0,234,0,2
Folarin Balogun,us USA,FW,Reims,fr Ligue 1,21,2001,33.3,582,520,55,1,4,3,23,3,0,0,0,0,408,7,21
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,32,1990,15.2,721,651,70,17,2,0,19,53,0,0,0,0,619,0,10
Jonathan Bamba,ci CIV,FW,Lille,fr Ligue 1,26,1996,30.9,1405,1334,67,18,9,5,79,40,9,2,2,0,1125,4,56
Patrick Bamford,eng ENG,FW,Leeds United,eng Premier League,28,1993,16.8,333,294,38,0,1,0,5,1,0,0,0,0,229,1,10
Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,21,2001,18.2,428,409,17,1,0,1,51,5,11,5,1,0,278,2,22
Filippo Bandinelli,it ITA,MF,Empoli,it Serie A,27,1995,25.1,1049,973,69,17,3,8,91,41,9,3,5,0,773,7,42
Léo Baptistão,br BRA,"FW,MF",Almería,es La Liga,29,1992,19.2,540,526,11,2,6,7,18,8,0,0,0,0,359,3,25
Shandon Baptiste,gd GRN,MF,Brentford,eng Premier League,24,1998,6.9,295,287,6,1,2,0,11,3,2,2,0,0,247,2,7
Antonín Barák,cz CZE,MF,Hellas Verona,it Serie A,27,1994,0.3,14,13,1,0,0,0,1,0,0,0,0,0,11,0,0
Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,27,1994,20.0,719,689,28,6,5,6,14,7,0,0,0,0,590,2,16
Andrea Barberis,it ITA,MF,Monza,it Serie A,28,1993,3.8,166,157,9,6,0,0,4,1,2,0,2,0,140,0,2
Tommaso Barbieri,it ITA,DF,Juventus,it Serie A,19,2002,1.2,64,49,14,1,1,0,7,13,0,0,0,0,43,1,2
Bradley Barcola,fr FRA,"FW,MF",Lyon,fr Ligue 1,19,2002,16.0,466,460,3,0,0,1,21,3,0,0,0,0,324,3,17
Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,21,2000,27.3,1505,1278,224,22,1,3,70,202,0,0,0,0,1201,3,46
Francesco Bardi,it ITA,GK,Bologna,it Serie A,30,1992,1.0,23,12,10,1,0,0,0,0,0,0,0,0,18,1,0
Keidi Bare,al ALB,MF,Espanyol,es La Liga,24,1997,5.6,267,260,7,3,0,2,6,0,1,1,0,0,221,0,6
Nicolò Barella,it ITA,MF,Inter,it Serie A,25,1997,29.0,1601,1566,29,13,6,16,84,8,6,0,2,0,1306,6,30
Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,25,1997,14.6,487,458,28,2,2,2,110,12,13,5,5,0,316,1,21
Ross Barkley,eng ENG,"MF,FW",Nice,fr Ligue 1,28,1993,10.7,497,441,55,13,1,2,46,4,38,19,14,0,391,1,11
Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24,1998,6.5,264,249,12,2,2,1,12,7,3,1,1,0,181,3,10
Harvey Barnes,eng ENG,"FW,MF",Leicester City,eng Premier League,24,1997,30.1,786,769,10,0,5,1,44,8,0,0,0,0,549,7,31
Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,22,2000,23.8,557,547,7,7,2,0,6,0,0,0,0,0,379,3,21
Enzo Barrenechea,ar ARG,MF,Juventus,it Serie A,21,2001,1.8,115,111,4,3,0,0,0,1,0,0,0,0,98,0,5
Ander Barrenetxea,es ESP,"FW,DF",Real Sociedad,es La Liga,20,2001,9.8,376,343,32,5,1,1,13,25,2,0,0,0,288,1,19
Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,31,1991,14.7,695,607,83,46,2,4,76,12,24,9,11,0,481,5,14
Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19,2003,8.0,450,438,9,7,1,5,6,2,0,0,0,0,368,3,12
Musa Barrow,gm GAM,"FW,MF",Bologna,it Serie A,23,1998,21.8,806,701,94,17,5,17,103,13,50,30,18,0,583,11,22
Federico Baschirotto,it ITA,DF,Lecce,it Serie A,25,1996,37.0,1432,1312,113,66,1,22,14,41,0,0,0,0,1049,7,14
Toma Bašić,hr CRO,MF,Lazio,it Serie A,25,1996,5.7,293,273,20,6,2,0,20,0,7,3,4,0,214,0,13
Alberto Basso,it ITA,MF,Cremonese,it Serie A,18,2004,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Gil Bastião Dias,pt POR,FW,Stuttgart,de Bundesliga,25,1996,4.4,174,170,4,1,0,2,6,3,0,0,0,0,120,0,14
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23,1999,24.0,1671,1510,152,53,2,24,49,77,0,0,0,0,1384,9,24
Simone Bastoni,it ITA,"MF,DF",Spezia,it Serie A,25,1996,13.2,596,481,114,23,2,5,103,43,48,26,16,0,367,1,38
Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31,1991,7.6,232,224,6,6,0,2,1,0,0,0,0,0,185,2,4
Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,22,2000,20.5,758,722,34,28,0,7,2,6,0,0,0,0,551,2,11
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32,1990,34.0,1417,1081,332,83,0,6,0,0,0,0,0,0,1068,4,1
Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,26,1996,6.2,316,301,15,13,0,3,6,0,0,0,0,0,257,0,2
Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,34,1988,6.2,228,219,9,4,0,2,2,1,0,0,0,0,189,0,2
Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,22,1999,28.5,915,850,56,10,4,9,29,31,1,0,0,0,610,9,42
Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26,1996,22.3,654,615,35,1,5,0,44,34,0,0,0,0,399,4,32
Brian Bayeye,fr FRA,DF,Torino,it Serie A,22,2000,0.7,50,38,12,0,0,0,2,12,0,0,0,0,30,0,6
Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,de Bundesliga,25,1996,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,20,2002,32.0,1178,847,325,88,0,1,0,0,0,0,0,0,718,6,0
Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32,1990,0.7,38,26,11,6,0,2,16,2,3,2,0,0,21,1,2
Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,28,1994,15.7,369,336,30,0,0,2,11,21,0,0,0,0,246,3,12
Rodrigo Becão,br BRA,DF,Udinese,it Serie A,26,1996,27.6,1400,1181,216,68,1,10,19,148,0,0,0,0,1089,3,31
Mads Bech Sørensen,dk DEN,"DF,MF",Brentford,eng Premier League,23,1999,0.2,11,7,4,0,0,0,0,4,0,0,0,0,7,0,0
Julius Beck,dk DEN,MF,Spezia,it Serie A,17,2005,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Sheraldo Becker,sr SUR,FW,Union Berlin,de Bundesliga,27,1995,28.4,652,631,17,3,1,1,139,10,2,0,0,0,387,4,44
Jan Bednarek,pl POL,DF,Southampton,eng Premier League,26,1996,18.6,902,849,52,35,0,3,1,12,0,0,0,0,753,1,8
Jan Bednarek,pl POL,DF,Aston Villa,eng Premier League,26,1996,1.1,66,64,2,2,0,0,0,0,0,0,0,0,60,0,1
Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,25,1997,1.9,61,56,3,0,0,0,0,0,1,0,0,0,46,2,4
Asmir Begović,ba BIH,GK,Everton,eng Premier League,35,1987,1.0,30,21,9,1,0,0,0,0,0,0,0,0,21,0,0
Yanis Begraoui,ma MAR,"FW,MF",Toulouse,fr Ligue 1,21,2001,0.7,19,17,2,0,0,0,0,0,0,0,0,0,14,0,0
Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,31,1991,17.1,483,471,8,0,2,0,8,3,0,0,0,0,283,4,11
Alexis Beka Beka,fr FRA,"MF,DF",Nice,fr Ligue 1,21,2001,6.1,303,288,15,2,0,2,17,9,4,2,0,0,236,0,5
Jérémie Bela,ao ANG,"DF,MF",Clermont Foot,fr Ligue 1,29,1993,8.3,260,221,39,1,0,1,34,32,5,1,4,0,174,0,18
Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,18,2004,2.0,114,113,1,0,0,1,0,1,0,0,0,0,103,0,2
Youcef Belaïli,dz ALG,"MF,FW",Ajaccio,fr Ligue 1,30,1992,12.8,458,397,56,22,5,2,42,12,15,4,6,0,328,5,13
Youcef Belaïli,dz ALG,"FW,MF",Brest,fr Ligue 1,30,1992,4.0,158,136,22,7,1,7,21,1,14,10,4,0,114,0,7
Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,28,1994,29.5,1222,1188,30,20,1,11,11,3,0,0,0,0,1033,4,28
Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,30,1991,26.6,1248,1207,34,32,1,5,15,2,0,0,0,0,945,7,13
Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,20,2001,20.9,937,908,28,21,1,9,4,5,0,0,0,0,749,1,12
Raoul Bellanova,it ITA,DF,Inter,it Serie A,22,2000,5.5,306,274,32,0,0,4,32,32,0,0,0,0,238,0,8
Karim Bellarabi,de GER,"FW,MF",Leverkusen,de Bundesliga,32,1990,0.9,57,56,1,0,0,0,8,1,0,0,0,0,37,0,1
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,24,1998,26.9,1242,1114,122,33,6,7,123,23,61,18,35,0,952,6,21
Héctor Bellerín,es ESP,DF,Barcelona,es La Liga,27,1995,1.6,96,82,13,1,1,0,3,12,0,0,0,0,77,1,3
Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,19,2003,29.9,1643,1583,55,34,9,30,33,17,1,0,0,0,1342,5,37
Jeanöel Belocian,fr FRA,DF,Rennes,fr Ligue 1,17,2005,5.6,308,278,30,3,0,1,3,27,0,0,0,0,274,0,4
Andrea Belotti,it ITA,FW,Roma,it Serie A,28,1993,12.7,258,241,13,1,1,1,6,3,0,0,0,0,171,4,14
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,23,1999,31.7,1816,1667,147,88,0,12,51,8,38,18,14,1,1604,2,19
Eliesse Ben Seghir,fr FRA,"FW,MF",Monaco,fr Ligue 1,17,2005,11.7,436,417,19,1,5,3,7,2,3,2,1,0,342,0,13
Salim Ben Seghir,fr FRA,MF,Marseille,fr Ligue 1,19,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,31,1990,23.5,605,548,53,1,1,1,17,2,0,0,0,0,449,4,20
Marco Benassi,it ITA,DF,Fiorentina,it Serie A,27,1994,1.0,105,94,11,5,0,4,7,6,0,0,0,0,91,0,1
Marco Benassi,it ITA,MF,Cremonese,it Serie A,27,1994,11.1,344,301,41,6,1,2,24,5,13,3,8,0,248,2,14
Iker Benito,es ESP,"FW,MF",Osasuna,es La Liga,19,2002,2.0,42,41,1,0,0,1,6,1,0,0,0,0,31,0,1
Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,24,1997,22.3,1423,1309,112,54,4,11,79,5,51,19,27,0,1219,2,16
Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,26,1995,23.0,796,771,20,1,5,2,83,8,4,4,0,0,597,5,29
Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,27,1995,27.6,1525,1223,293,48,10,4,31,244,0,0,0,0,1192,9,37
Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,27,1994,27.7,1853,1660,185,123,7,20,96,1,61,49,11,0,1512,8,22
Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,25,1997,16.7,880,852,25,11,3,3,16,4,1,0,0,0,738,3,19
Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,29,1993,2.0,80,52,28,5,0,0,0,0,0,0,0,0,61,0,0
Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,34,1987,22.6,1070,1012,52,4,9,7,3,4,9,0,0,0,924,6,25
Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,27,1994,20.7,909,831,76,21,6,39,83,12,43,25,6,0,614,2,30
Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,32,1990,26.7,1580,1263,311,44,2,22,66,267,0,0,0,0,1304,6,34
Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,27,1995,25.5,955,792,151,35,0,2,162,15,100,36,32,1,630,12,31
Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,30,1992,13.3,644,480,161,28,0,1,31,133,0,0,0,0,471,3,19
Bartosz Bereszyński,pl POL,DF,Napoli,it Serie A,30,1992,1.8,105,84,21,1,0,2,0,20,0,0,0,0,87,0,3
Patrick Berg,no NOR,"MF,FW",Lens,fr Ligue 1,24,1997,0.3,20,20,0,0,0,0,0,0,0,0,0,0,17,0,1
Mitchell van Bergen,nl NED,"FW,DF",Reims,fr Ligue 1,22,1999,10.1,303,270,33,10,1,0,59,5,15,5,8,0,205,0,11
Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,24,1998,18.7,342,267,73,18,1,1,77,0,34,18,16,0,161,2,18
Quentin Bernard,fr FRA,DF,Auxerre,fr Ligue 1,33,1989,7.0,417,345,69,12,0,4,14,57,0,0,0,0,324,3,8
Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,25,1997,27.0,667,416,248,63,0,0,0,0,0,0,0,0,438,3,1
Juan Bernat,es ESP,"DF,MF",Paris S-G,fr Ligue 1,29,1993,18.3,1049,950,98,10,0,2,16,88,0,0,0,0,969,1,12
Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,19,2002,9.9,496,376,117,6,1,0,29,100,11,6,4,0,327,3,16
Jason Berthomier,fr FRA,MF,Clermont Foot,fr Ligue 1,32,1990,0.3,19,17,2,1,0,0,0,0,1,0,0,0,19,0,0
Marco Bertini,it ITA,MF,Lazio,it Serie A,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beto,gw GNB,FW,Udinese,it Serie A,24,1998,23.7,299,289,9,0,0,0,9,0,0,0,0,0,190,1,11
Owen Bevan,wls WAL,DF,Bournemouth,eng Premier League,18,2003,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,29,1993,23.7,935,870,61,44,0,2,3,1,0,0,0,0,729,4,8
Alessandro Bianco,it ITA,MF,Fiorentina,it Serie A,19,2002,1.7,78,76,2,2,0,3,1,0,0,0,0,0,67,0,0
Giulian Biancone,fr FRA,DF,Nott'ham Forest,eng Premier League,22,2000,0.2,21,19,2,0,0,0,1,2,0,0,0,0,15,0,0
Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,32,1990,2.9,96,91,5,2,0,1,1,2,0,0,0,0,68,0,1
Pedro Bigas,es ESP,DF,Elche,es La Liga,31,1990,22.4,1053,976,68,52,0,18,5,13,0,0,0,0,843,9,10
Jaka Bijol,si SVN,DF,Udinese,it Serie A,23,1999,30.3,1381,1341,35,28,4,13,1,1,0,0,0,0,1170,5,5
El Bilal Touré,ml MLI,FW,Almería,es La Liga,20,2001,14.0,258,231,25,0,0,0,4,0,0,0,0,0,183,2,8
El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,20,2001,1.0,20,16,4,0,0,0,0,0,0,0,0,0,16,0,1
Philip Billing,dk DEN,"MF,FW",Bournemouth,eng Premier League,26,1996,30.7,1055,1009,43,20,5,10,38,6,10,5,1,0,813,3,32
Jean-Claude Billong,cm CMR,MF,Clermont Foot,fr Ligue 1,28,1993,0.3,34,33,1,1,0,0,1,0,0,0,0,0,33,0,0
Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,29,1992,28.3,1994,1440,548,94,0,27,300,292,162,71,63,0,1433,6,37
Samuele Birindelli,it ITA,DF,Monza,it Serie A,23,1999,15.6,777,659,118,4,0,5,70,114,0,0,0,0,572,0,15
Veljko Birmančević,rs SRB,"FW,MF",Toulouse,fr Ligue 1,24,1998,4.9,161,152,5,1,0,2,5,3,1,0,0,0,107,4,5
Tom Bischof,de GER,"MF,FW",Hoffenheim,de Bundesliga,17,2005,3.5,121,116,5,2,1,0,7,1,2,2,0,0,84,0,6
Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,25,1996,11.2,733,714,16,11,1,5,2,1,0,0,0,0,666,3,12
Kristijan Bistrović,hr CRO,MF,Lecce,it Serie A,24,1998,5.1,140,119,21,11,0,3,21,0,7,3,3,0,101,0,6
Leonardo Bittencourt,de GER,"MF,DF",Werder Bremen,de Bundesliga,28,1993,18.1,792,756,35,3,2,6,49,31,1,1,0,0,579,1,28
Marco Bizot,nl NED,GK,Brest,fr Ligue 1,31,1991,37.0,1096,717,378,89,0,1,0,0,0,0,0,0,799,1,0
Lautaro Blanco,ar ARG,"DF,MF",Elche,es La Liga,23,1999,9.7,416,331,83,2,0,3,86,80,1,0,0,1,235,2,17
Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,27,1995,5.5,206,160,46,5,0,0,0,0,0,0,0,0,166,0,0
Ludovic Blas,fr FRA,"MF,FW",Nantes,fr Ligue 1,24,1997,31.3,1186,1048,131,51,3,25,128,16,50,28,19,0,933,7,20
Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,31,1991,26.0,1142,951,190,34,0,1,0,0,0,0,0,0,988,1,2
Miha Blažič,si SVN,DF,Angers,fr Ligue 1,29,1993,22.0,1182,1129,52,48,1,5,1,3,0,0,0,0,1034,1,1
Joaquín Blázquez,ar ARG,GK,Brest,fr Ligue 1,21,2001,1.0,29,13,16,5,0,1,0,0,0,0,0,0,21,0,1
Alexis Blin,fr FRA,MF,Lecce,it Serie A,25,1996,26.4,963,903,59,15,1,11,28,20,2,1,0,0,766,1,16
Daley Blind,nl NED,"DF,MF",Bayern Munich,de Bundesliga,32,1990,1.5,100,92,7,6,0,1,1,1,0,0,0,0,87,1,1
Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,21,2001,3.3,57,54,3,0,0,0,1,0,0,0,0,0,39,0,2
Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,33,1988,4.8,223,217,6,5,1,1,1,0,0,0,0,0,179,0,1
Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,de Bundesliga,35,1987,5.2,252,224,27,9,1,0,7,10,0,0,0,0,185,1,1
Antonin Bobichon,fr FRA,MF,Angers,fr Ligue 1,26,1995,0.2,20,19,1,0,1,0,2,0,1,1,0,0,12,0,2
Jean-Paul Boëtius,nl NED,MF,Hertha BSC,de Bundesliga,28,1994,11.7,421,390,26,19,4,7,5,0,0,0,0,0,303,5,7
Jeremie Boga,ci CIV,"MF,FW",Atalanta,it Serie A,25,1997,8.7,475,431,43,8,3,3,55,6,29,14,10,0,381,1,8
Emil Bohinen,no NOR,MF,Salernitana,it Serie A,23,1999,9.2,479,459,19,17,0,3,3,0,2,0,2,0,404,1,12
Quentin Boisgard,fr FRA,MF,Lorient,fr Ligue 1,25,1997,2.0,98,91,7,1,0,0,8,0,5,3,2,0,79,0,2
Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,31,1991,7.6,258,254,4,3,0,0,0,1,0,0,0,0,194,0,3
Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,32,1989,21.2,916,864,51,27,4,6,48,5,8,0,5,0,754,1,24
Federico Bonazzoli,it ITA,"FW,MF",Salernitana,it Serie A,25,1997,12.4,354,325,28,3,3,13,4,0,0,0,0,0,264,1,14
Warren Bondo,fr FRA,MF,Monza,it Serie A,18,2003,0.7,51,48,3,2,0,0,0,1,0,0,0,0,45,0,1
Theo Bongonda,cd COD,"MF,FW",Cádiz,es La Liga,26,1995,21.5,489,437,48,17,2,2,68,7,24,11,3,0,329,4,18
Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,26,1996,10.0,722,702,19,17,2,5,2,1,0,0,0,0,643,1,1
Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,35,1987,9.8,580,539,40,13,1,6,0,1,0,0,0,0,508,1,2
Neto Borges,br BRA,DF,Clermont Foot,fr Ligue 1,25,1996,31.5,1496,1208,284,21,4,1,84,256,0,0,0,0,1163,4,40
Yvandro Borges Sanches,lu LUX,"FW,MF",M'Gladbach,de Bundesliga,18,2004,0.3,9,8,1,0,0,0,2,0,0,0,0,0,8,0,0
Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,23,1999,21.4,1234,1177,57,34,0,4,3,8,0,0,0,0,1062,0,14
Rafael Borré,co COL,"MF,FW",Eint Frankfurt,de Bundesliga,26,1995,12.0,422,402,17,2,2,1,22,4,2,0,0,0,294,3,15
Erik Botheim,no NOR,"MF,FW",Salernitana,it Serie A,22,2000,9.6,231,226,4,0,1,0,5,1,0,0,0,0,165,1,9
Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,22,2000,34.7,1765,1717,42,32,0,30,1,4,0,0,0,0,1527,6,7
Kenji-Van Boto,mg MAD,DF,Auxerre,fr Ligue 1,26,1996,2.0,69,55,14,2,0,0,4,12,0,0,0,0,48,0,3
Kouamé Botué,bf BFA,"FW,MF",Ajaccio,fr Ligue 1,19,2002,2.5,47,47,0,0,0,0,0,0,0,0,0,0,33,0,1
Badredine Bouanani,dz ALG,"FW,MF",Nice,fr Ligue 1,17,2004,9.6,378,352,25,6,6,5,47,6,13,6,2,0,288,1,12
Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,22,1999,20.8,1226,1199,25,23,5,0,23,1,1,0,0,0,1081,2,26
Franci Bouebari,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.8,23,15,8,0,0,0,1,8,0,0,0,0,13,0,1
Sofiane Boufal,ma MAR,"FW,MF",Angers,fr Ligue 1,28,1993,9.3,487,446,39,11,4,6,37,10,16,10,0,0,370,2,13
Wassim Boullif,es ESP,DF,Espanyol,es La Liga,17,2005,1.6,61,57,4,1,0,0,0,1,0,0,0,0,58,0,1
Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,31,1991,23.9,949,735,212,50,0,2,0,0,0,0,0,0,717,2,0
Ismaëlben Boura,fr FRA,"DF,FW",Lens,fr Ligue 1,21,2000,1.0,64,58,6,0,0,0,7,6,0,0,0,0,47,0,2
Mehdi Bourabia,ma MAR,MF,Spezia,it Serie A,30,1991,30.8,1282,1208,66,29,5,4,64,7,30,21,4,0,981,8,38
Benjamin Bourigeaud,fr FRA,"MF,FW",Rennes,fr Ligue 1,28,1994,34.1,2007,1766,230,63,13,23,231,39,128,45,64,0,1505,11,40
Edoardo Bove,it ITA,MF,Roma,it Serie A,20,2002,11.0,406,373,33,8,2,2,9,16,4,1,1,0,309,0,12
Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,25,1996,35.9,881,768,109,11,6,4,159,3,90,85,0,0,552,4,58
Lucas Boyé,ar ARG,FW,Elche,es La Liga,26,1996,27.4,650,591,55,1,2,7,15,0,0,0,0,0,510,4,30
Jayden Braaf,nl NED,"MF,FW",Hellas Verona,it Serie A,19,2002,3.2,78,76,1,1,0,0,5,0,0,0,0,0,60,1,6
Domagoj Bradarić,hr CRO,DF,Salernitana,it Serie A,22,1999,25.0,1155,898,254,37,0,6,68,212,5,1,1,0,857,3,28
Bilal Brahimi,dz ALG,"FW,MF",Nice,fr Ligue 1,22,2000,8.9,389,355,34,6,1,3,76,15,10,5,2,0,280,0,17
Martin Braithwaite,dk DEN,"FW,MF",Espanyol,es La Liga,31,1991,27.3,446,427,17,0,3,2,20,0,0,0,0,0,294,2,21
Juan Brandáriz,es ESP,DF,Almería,es La Liga,23,1999,16.5,806,697,107,28,0,3,8,75,0,0,0,0,664,2,14
Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,26,1996,26.6,1368,1210,153,22,6,18,165,14,114,36,57,3,1053,5,33
Darko Brašanac,rs SRB,MF,Osasuna,es La Liga,30,1992,11.6,376,351,23,8,0,0,7,2,0,0,0,0,306,2,10
Lilian Brassier,fr FRA,DF,Brest,fr Ligue 1,22,1999,34.4,1634,1453,173,73,1,16,33,100,0,0,0,0,1257,8,23
Claudio Bravo,cl CHI,GK,Betis,es La Liga,39,1983,12.0,392,241,148,47,0,2,0,0,0,0,0,0,232,3,0
Fabian Bredlow,de GER,GK,Stuttgart,de Bundesliga,27,1995,15.0,595,478,116,25,0,0,0,0,0,0,0,0,510,1,0
James Bree,eng ENG,DF,Southampton,eng Premier League,24,1997,4.1,178,150,28,2,0,1,13,26,0,0,0,0,133,0,4
Josip Brekalo,hr CRO,"FW,MF",Fiorentina,it Serie A,24,1998,2.5,100,98,2,0,0,1,10,1,1,1,0,0,76,0,4
Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,de Bundesliga,24,1998,3.0,148,132,16,4,0,3,13,5,4,4,0,0,103,0,9
Gleison Bremer,br BRA,DF,Juventus,it Serie A,25,1997,29.3,1668,1607,59,22,0,8,0,3,0,0,0,0,1503,2,10
Armando Broja,al ALB,FW,Chelsea,eng Premier League,20,2001,3.3,53,51,2,0,0,1,0,0,0,0,0,0,33,0,0
Dylan Bronn,tn TUN,DF,Salernitana,it Serie A,27,1995,18.7,1007,942,59,37,1,13,7,22,0,0,0,0,855,6,9
David Brooks,wls WAL,"FW,MF",Bournemouth,eng Premier League,25,1997,1.9,63,61,2,0,0,0,6,0,2,1,1,0,46,0,3
John Brooks,us USA,DF,Hoffenheim,de Bundesliga,29,1993,15.0,773,725,45,39,0,7,0,1,0,0,0,0,624,3,6
Moritz Broschinski,de GER,"FW,MF",Bochum,de Bundesliga,21,2000,2.4,50,49,1,0,0,0,3,0,0,0,0,0,29,0,2
