Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,20,2001,0.8,0,0,0,1,0,0,1,1,4,0,0,0,5,1,0,100.0
Dion Drena Beljo,hr CRO,FW,Augsburg,de Bundesliga,20,2002,12.5,2,0,0,26,10,7,5,1,6,0,0,0,38,47,56,45.6
Dominick Drexler,de GER,"MF,FW",Schalke 04,de Bundesliga,32,1990,15.2,3,1,0,26,24,2,47,8,17,0,0,0,89,22,28,44.0
Domingos Duarte,pt POR,DF,Getafe,es La Liga,27,1995,29.5,11,1,1,32,21,2,0,39,18,0,2,1,126,47,30,61.0
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,33,1989,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,28,1994,31.7,4,0,0,3,17,12,164,9,3,1,0,0,98,25,34,42.4
Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,27,1994,11.8,4,0,0,17,26,0,14,13,14,0,0,0,107,11,14,44.0
Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,27,1994,7.7,4,0,0,16,18,1,12,2,8,0,0,0,43,5,11,31.3
Shane Duffy,ie IRL,"DF,FW",Fulham,eng Premier League,30,1992,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,66.7
Rémy Dugimont,fr FRA,"FW,MF",Auxerre,fr Ligue 1,36,1986,1.3,1,0,0,5,1,2,0,0,1,0,0,0,11,7,9,43.8
Denzel Dumfries,nl NED,DF,Inter,it Serie A,26,1996,24.6,4,0,0,31,39,2,82,12,18,2,1,1,90,41,41,50.0
Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,29,1993,12.3,3,0,0,26,12,1,26,8,10,0,0,0,67,9,7,56.3
Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,30,1991,36.0,4,0,0,18,27,1,2,34,19,0,4,1,253,68,47,59.1
Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,29,1993,38.0,2,0,0,1,4,0,0,0,0,0,1,0,27,9,0,100.0
Jhon Durán,co COL,"FW,MF",Aston Villa,eng Premier League,18,2003,1.5,1,0,0,9,3,3,2,2,2,0,0,0,5,7,10,41.2
Pablo Durán,es ESP,"MF,DF",Celta Vigo,es La Liga,21,2001,0.4,0,0,0,1,0,1,1,1,0,0,0,0,3,1,1,50.0
Julien Duranville,be BEL,MF,Dortmund,de Bundesliga,16,2006,0.3,0,0,0,1,1,0,7,0,1,0,0,0,1,0,0,
Hugo Duro,es ESP,FW,Valencia,es La Liga,22,1999,15.4,5,0,0,20,35,3,2,2,12,0,0,0,37,32,61,34.4
Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,25,1997,27.9,2,0,0,39,20,4,85,28,38,2,0,0,159,33,22,60.0
Paulo Dybala,ar ARG,"MF,FW",Roma,it Serie A,28,1993,19.3,5,0,0,10,56,5,82,8,4,2,0,0,81,4,16,20.0
Edin Džeko,ba BIH,FW,Inter,it Serie A,36,1986,19.2,3,0,0,26,24,10,24,3,2,0,0,0,60,41,43,48.8
Malcolm Ebiowei,eng ENG,"MF,FW",Crystal Palace,eng Premier League,18,2003,0.4,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,
Festy Ebosele,ie IRL,DF,Udinese,it Serie A,19,2002,4.6,4,0,0,11,7,0,16,2,10,0,0,0,36,6,4,60.0
Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,23,1999,10.3,3,0,0,9,4,1,15,11,9,0,0,0,48,15,14,51.7
Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,26,1995,21.4,0,0,0,12,17,3,28,12,14,0,0,0,91,19,32,37.3
Ederson,br BRA,GK,Manchester City,eng Premier League,28,1993,35.0,3,0,0,1,4,0,0,1,1,0,1,0,35,8,1,88.9
Éderson,br BRA,MF,Atalanta,it Serie A,23,1999,24.6,4,0,0,28,43,0,15,36,34,0,1,0,168,20,21,48.8
Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,24,1998,20.0,3,0,0,28,17,13,4,3,13,0,0,0,55,41,77,34.7
Samuel Edozie,eng ENG,"FW,MF",Southampton,eng Premier League,19,2003,6.3,0,0,0,1,22,1,11,6,10,1,0,0,30,6,12,33.3
Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,25,1996,27.2,6,0,0,31,21,1,12,36,29,0,0,0,142,57,50,53.3
Lilian Egloff,de GER,"MF,FW",Stuttgart,de Bundesliga,19,2002,2.7,1,0,0,3,5,0,2,1,10,0,0,0,13,3,4,42.9
Íñigo Eguaras,es ESP,MF,Almería,es La Liga,30,1992,10.7,6,0,0,7,8,0,3,6,8,0,0,0,67,3,5,37.5
Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,27,1995,17.1,7,0,0,33,20,1,37,10,31,0,0,0,84,15,17,46.9
Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,27,1995,0.7,0,0,0,2,2,0,0,2,0,0,0,0,5,1,0,100.0
Julian Eitschberger,de GER,FW,Hertha BSC,de Bundesliga,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,de Bundesliga,24,1998,9.9,0,0,0,2,10,1,16,4,4,0,0,0,66,5,3,62.5
Albin Ekdal,se SWE,MF,Spezia,it Serie A,33,1989,19.3,6,1,1,32,28,0,4,26,20,0,0,0,126,36,21,63.2
Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,20,2002,12.8,0,0,0,15,13,7,2,9,4,0,0,0,42,8,12,40.0
Emmanuel Ekong,se SWE,"FW,MF",Empoli,it Serie A,20,2002,0.2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.0
Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,20,2002,4.7,0,0,0,3,7,3,7,2,0,0,0,0,17,8,11,42.1
Alberth Elis,hn HON,"MF,FW",Brest,fr Ligue 1,26,1996,2.9,0,0,0,8,5,1,2,1,3,0,0,0,17,3,12,20.0
Mikael Ellertsson,is ISL,"MF,DF",Spezia,it Serie A,20,2002,1.9,3,0,0,6,3,0,3,2,2,0,0,0,7,2,2,50.0
Harvey Elliott,za RSA,"FW,MF",Liverpool,eng Premier League,19,2003,17.9,2,0,0,14,25,2,34,14,20,,,0,,,,
Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,22,1999,18.1,5,0,0,22,14,3,30,11,13,0,0,0,77,5,14,26.3
Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30,1992,1.3,0,0,0,1,1,0,0,0,1,0,0,0,10,0,2,0.0
Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,28,1994,16.1,5,1,0,21,9,1,9,20,17,0,0,0,58,18,23,43.9
Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,25,1996,31.4,2,0,0,24,11,1,0,35,24,0,0,0,149,71,48,59.7
Rodrigo Ely,br BRA,DF,Almería,es La Liga,28,1993,35.1,10,1,1,25,14,2,3,31,21,0,0,1,142,79,38,67.5
Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,27,1994,24.1,4,0,0,41,18,3,34,27,28,0,0,0,132,37,44,45.7
Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,30,1992,16.4,5,1,1,22,30,10,127,9,27,0,0,0,100,8,30,21.1
Adri Embarba,es ESP,FW,Espanyol,es La Liga,30,1992,0.4,0,0,0,1,1,0,2,0,0,0,0,0,2,0,1,0.0
Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,25,1997,20.7,3,0,0,50,56,14,4,5,9,2,1,0,59,33,47,41.3
Emerson,br BRA,DF,Tottenham,eng Premier League,23,1999,19.3,2,1,0,21,33,0,46,18,33,0,0,0,102,28,27,50.9
Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25,1997,18.5,4,0,0,10,11,21,4,4,8,0,0,0,28,60,90,40.0
Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,29,1993,32.5,3,0,0,40,55,3,7,26,37,1,0,0,231,74,54,57.8
Arne Engels,be BEL,MF,Augsburg,de Bundesliga,18,2003,16.0,5,0,0,26,20,0,101,15,9,0,0,0,74,10,15,40.0
Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,30,1992,22.8,3,0,0,13,10,3,81,11,18,0,0,0,151,9,13,40.9
Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,24,1998,25.9,2,0,0,21,12,0,2,31,16,0,0,1,126,49,40,55.1
Tjark Ernst,de GER,GK,Hertha BSC,de Bundesliga,19,2003,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,29,1993,6.2,0,1,0,6,5,0,1,10,8,0,0,0,39,9,9,50.0
Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,29,1993,12.5,4,0,0,14,17,0,4,17,24,0,1,0,86,27,28,49.1
Sergio Escudero,es ESP,DF,Valladolid,es La Liga,32,1989,16.0,3,0,0,19,20,1,56,26,19,0,0,0,89,24,24,50.0
Alfonso Espino,uy URU,DF,Cádiz,es La Liga,30,1992,34.7,7,0,0,49,36,3,110,48,56,0,3,0,253,33,43,43.4
Bernardo Espinosa,co COL,DF,Girona,es La Liga,33,1989,13.6,5,0,0,12,10,0,0,12,2,0,1,0,66,53,28,65.4
Salvatore Esposito,it ITA,MF,Spezia,it Serie A,21,2000,10.8,5,1,1,11,24,2,54,11,12,0,0,0,63,7,4,63.6
Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20,2002,18.3,3,0,0,18,7,0,1,34,13,0,0,1,96,31,26,54.4
Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,24,1998,29.7,4,0,0,42,26,11,101,37,31,1,1,0,191,36,28,56.3
Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,34,1988,11.7,1,0,0,9,7,1,0,18,5,0,0,0,60,26,13,66.7
Edu Expósito,es ESP,MF,Espanyol,es La Liga,25,1996,12.9,3,1,0,14,29,0,48,12,20,0,0,0,69,14,12,53.8
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,24,1998,29.3,3,0,0,27,57,4,78,13,24,1,0,0,180,19,32,37.3
Kimberly Ezekwem,de GER,DF,Freiburg,de Bundesliga,21,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Nicolás Ezequiel Fernández,ar ARG,"MF,DF",Elche,es La Liga,22,2000,5.7,2,0,0,11,9,3,33,5,12,0,0,1,39,1,6,14.3
Abdessamad Ezzalzouli,ma MAR,"FW,MF",Osasuna,es La Liga,20,2001,16.7,4,2,1,27,34,2,76,4,19,0,0,0,71,3,17,15.0
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37,1985,34.6,1,0,0,0,4,0,0,0,0,0,0,0,17,15,1,93.8
Fabinho,br BRA,MF,Liverpool,eng Premier League,28,1993,29.7,11,0,0,53,24,0,5,37,38,0,0,0,180,30,21,58.8
Fábio,br BRA,"DF,MF",Nantes,fr Ligue 1,32,1990,2.5,1,1,0,3,1,0,6,3,2,0,0,0,12,4,3,57.1
Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,22,1999,14.5,2,0,0,22,18,1,10,26,21,1,1,0,80,8,8,50.0
Wout Faes,be BEL,DF,Leicester City,eng Premier League,24,1998,31.0,6,1,1,23,17,0,0,41,33,0,0,2,184,58,41,58.6
Wout Faes,be BEL,DF,Reims,fr Ligue 1,24,1998,3.0,2,0,0,2,3,0,0,7,1,0,0,1,15,4,6,40.0
Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,21,2001,16.9,3,0,0,20,23,1,23,8,19,1,0,0,102,1,7,12.5
Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,33,1988,11.4,0,0,0,0,1,0,0,0,0,0,0,0,21,2,0,100.0
Romain Faivre,fr FRA,"MF,FW",Lorient,fr Ligue 1,24,1998,13.8,0,0,0,12,35,1,26,1,8,1,0,0,62,0,10,0.0
Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,24,1998,3.3,0,0,0,7,4,0,17,0,3,0,0,0,16,2,1,66.7
Radamel Falcao,co COL,"FW,MF",Rayo Vallecano,es La Liga,36,1986,6.8,4,0,0,16,14,12,0,2,4,0,0,0,19,23,26,46.9
Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27,1995,38.0,2,0,0,1,5,0,0,2,0,0,1,0,45,12,2,85.7
Fali,es ESP,"DF,MF",Cádiz,es La Liga,28,1993,19.0,6,0,0,16,18,1,2,13,19,0,0,0,95,26,26,50.0
Fallou Fall,sn SEN,DF,Reims,fr Ligue 1,18,2004,0.4,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,
Mamadou Fall,sn SEN,DF,Villarreal,es La Liga,19,2002,0.3,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,
Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,30,1991,16.5,7,0,0,21,11,4,37,15,24,0,0,0,85,14,21,40.0
Ansu Fati,es ESP,FW,Barcelona,es La Liga,19,2002,15.5,3,0,0,18,13,10,9,5,9,0,0,0,65,7,14,33.3
Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,18,2004,8.0,1,1,0,17,16,0,10,9,14,0,0,0,47,3,14,17.6
Cheikh Faye,sn SEN,FW,Montpellier,fr Ligue 1,23,1999,0.4,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,100.0
Federico Fazio,ar ARG,DF,Salernitana,it Serie A,35,1987,11.9,2,1,0,11,6,0,4,28,12,0,3,0,74,36,13,73.5
Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,19,2003,9.2,4,0,0,20,13,0,11,7,17,0,0,0,55,14,30,31.8
Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,33,1989,4.2,1,0,0,4,2,0,1,5,2,0,1,0,19,6,7,46.2
Nabil Fekir,fr FRA,MF,Betis,es La Liga,29,1993,10.7,4,1,0,21,39,7,48,1,5,1,0,0,31,8,11,42.1
Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,33,1989,15.8,4,0,0,15,11,4,2,36,23,0,0,0,108,52,30,63.4
Felipe,br BRA,DF,Atlético Madrid,es La Liga,33,1989,2.2,0,0,0,4,3,0,0,0,2,0,0,0,16,6,6,50.0
Luiz Felipe,it ITA,DF,Betis,es La Liga,25,1997,19.6,3,3,0,10,10,0,2,28,23,0,0,0,80,31,36,46.3
João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,22,1999,10.5,1,1,0,15,29,7,19,1,7,0,0,0,23,3,14,17.6
João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,22,1999,7.2,5,0,0,16,23,3,8,3,7,0,0,0,18,7,8,46.7
Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,24,1997,16.1,3,1,0,21,13,0,1,29,20,0,0,0,85,43,46,48.3
Kiko Femenía,es ESP,DF,Villarreal,es La Liga,31,1991,12.6,0,0,0,6,8,0,31,20,9,0,0,0,61,9,6,60.0
Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,17,2004,10.6,1,0,0,9,11,5,2,2,3,0,0,0,25,9,14,39.1
Lewis Ferguson,sct SCO,"MF,FW",Bologna,it Serie A,22,1999,25.7,4,0,0,50,41,6,13,19,25,0,0,0,106,27,36,42.9
Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,27,1994,36.8,6,0,0,42,39,15,141,25,42,1,0,0,222,18,43,29.5
Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26,1996,27.1,4,0,0,29,14,0,80,54,25,0,0,0,228,38,42,47.5
Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31,1991,21.0,1,0,0,0,0,0,0,2,1,0,0,0,27,3,1,75.0
Álex Fernández,es ESP,"MF,FW",Cádiz,es La Liga,29,1992,17.5,0,0,0,7,14,0,37,8,7,0,0,0,77,12,30,28.6
Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24,1998,11.0,1,0,0,0,2,0,0,0,0,0,0,0,15,2,1,66.7
Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,26,1996,7.0,6,0,0,17,15,9,0,1,4,0,0,0,35,25,23,52.1
Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,21,2001,17.2,3,0,0,11,22,1,14,16,27,0,0,0,118,7,10,41.2
Federico Fernández,ar ARG,DF,Elche,es La Liga,33,1989,1.0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,2,33.3
Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26,1996,24.0,4,0,0,16,11,3,1,27,28,0,1,1,93,52,29,64.2
Fernando,es ESP,GK,Almería,es La Liga,32,1990,36.5,3,0,0,0,6,0,0,1,0,0,0,0,35,2,1,66.7
Fernando,br BRA,"MF,DF",Sevilla,es La Liga,35,1987,17.5,3,1,0,17,9,0,2,24,23,0,0,1,99,20,13,60.6
Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28,1994,9.6,3,0,0,12,7,0,4,19,5,0,1,0,62,21,15,58.3
Alex Ferrari,it ITA,DF,Cremonese,it Serie A,28,1994,11.2,3,0,0,8,13,0,6,25,23,0,0,0,70,15,6,71.4
Salvador Ferrer,es ESP,DF,Spezia,it Serie A,24,1998,1.5,0,0,0,2,4,0,1,1,2,0,1,0,7,5,3,62.5
Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,30,1992,30.4,7,1,1,47,61,1,30,26,35,0,2,0,278,17,25,40.5
Fidel,es ESP,"MF,FW",Elche,es La Liga,32,1989,19.0,5,0,0,10,19,9,57,5,10,0,0,0,101,3,9,25.0
Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24,1998,0.5,0,0,0,0,0,0,3,1,0,0,0,0,5,0,0,
Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,32,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Roberto Firmino,br BRA,"FW,MF",Liverpool,eng Premier League,30,1991,13.5,0,0,0,9,6,5,12,7,12,0,0,0,64,15,30,33.3
Junior Firpo,es ESP,DF,Leeds United,eng Premier League,25,1996,15.2,6,1,0,24,8,0,12,24,25,1,1,0,87,17,16,51.5
Kilian Fischer,de GER,"DF,FW",Wolfsburg,de Bundesliga,21,2000,5.6,2,0,0,8,5,0,12,5,6,1,1,0,24,2,6,25.0
Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29,1993,34.0,0,0,0,0,3,0,0,0,0,0,0,0,69,7,0,100.0
Florian Flick,de GER,MF,Schalke 04,de Bundesliga,22,2000,5.7,1,0,0,6,4,0,1,4,3,0,0,0,32,14,7,66.7
Alexis Flips,fr FRA,"FW,MF",Reims,fr Ligue 1,22,2000,22.0,3,1,0,23,24,2,139,24,30,0,0,0,159,13,34,27.7
Alessandro Florenzi,it ITA,DF,Milan,it Serie A,31,1991,2.3,1,0,0,2,1,0,22,4,4,0,0,0,14,1,0,100.0
Phil Foden,eng ENG,FW,Manchester City,eng Premier League,22,2000,20.5,1,0,0,10,29,6,91,5,10,1,0,0,91,19,26,42.2
Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,27,1995,34.1,2,0,0,22,44,3,54,19,13,1,0,0,196,22,15,59.5
Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,21,2000,2.0,1,0,0,2,3,1,0,9,2,0,0,0,10,5,6,45.5
Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,21,2000,13.1,3,0,0,11,22,0,3,20,18,0,1,0,67,30,17,63.8
Yahia Fofana,fr FRA,GK,Angers,fr Ligue 1,21,2000,11.0,2,0,0,0,1,0,0,1,0,0,0,0,16,5,0,100.0
Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,23,1999,34.3,4,2,1,50,39,2,7,56,41,0,0,1,265,23,19,54.8
Thomas Foket,be BEL,DF,Reims,fr Ligue 1,27,1994,22.0,0,0,0,27,22,3,57,33,22,0,0,0,148,12,13,48.0
José Fonte,pt POR,DF,Lille,fr Ligue 1,38,1983,28.8,7,0,0,26,9,0,3,25,17,0,1,1,138,61,30,67.0
Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,26,1996,16.7,0,0,0,14,7,1,59,14,15,0,0,0,130,11,25,30.6
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,30,1991,16.5,2,0,0,22,25,7,17,3,11,0,0,0,59,12,17,41.4
Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,30,1991,5.3,0,0,0,6,5,0,20,4,9,0,0,0,37,2,6,25.0
Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,34,1988,13.5,1,0,0,0,2,0,0,0,0,0,0,0,15,2,0,100.0
Philipp Förster,de GER,MF,Bochum,de Bundesliga,27,1995,14.5,4,0,0,28,13,0,77,6,19,1,0,0,90,7,10,41.2
Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,30,1992,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,24,1998,2.1,1,0,0,3,1,1,4,0,5,0,1,0,12,2,2,50.0
Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,29,1993,19.3,4,0,0,28,14,1,86,14,19,0,0,0,111,18,19,48.6
Juan Foyth,ar ARG,DF,Villarreal,es La Liga,24,1998,21.8,6,0,0,40,9,0,10,20,48,0,1,0,125,36,22,62.1
Raphael Framberger,de GER,"DF,FW",Augsburg,de Bundesliga,26,1995,2.0,0,0,0,4,0,0,4,2,6,0,0,0,8,5,2,71.4
Tyrese Francois,au AUS,FW,Fulham,eng Premier League,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Bartol Franjić,hr CRO,MF,Wolfsburg,de Bundesliga,22,2000,2.5,0,0,0,1,1,0,1,5,2,0,0,0,12,5,3,62.5
Przemysław Frankowski,pl POL,"DF,MF",Lens,fr Ligue 1,27,1995,31.5,4,0,0,35,18,6,255,41,51,0,0,0,158,12,21,36.4
Ryan Fraser,sct SCO,FW,Newcastle Utd,eng Premier League,28,1994,3.5,1,0,0,3,10,1,13,0,2,0,0,0,14,0,2,0.0
Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,22,1999,31.9,4,0,0,39,58,0,21,16,36,0,0,0,153,23,24,48.9
Oscar Fraulo,dk DEN,"FW,MF",M'Gladbach,de Bundesliga,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Fred,br BRA,MF,Manchester Utd,eng Premier League,29,1993,13.9,6,0,0,33,22,1,14,19,30,0,0,0,127,11,11,50.0
Ryan Fredericks,eng ENG,DF,Bournemouth,eng Premier League,29,1992,5.9,1,0,0,3,1,0,15,1,2,0,0,0,13,5,10,33.3
Iván Fresneda,es ESP,DF,Valladolid,es La Liga,17,2004,19.4,3,0,0,13,25,0,59,15,34,0,0,0,103,8,18,30.8
Remo Freuler,ch SUI,MF,Nott'ham Forest,eng Premier League,30,1992,24.0,4,0,0,24,12,0,5,29,23,0,0,0,137,26,20,56.5
Michael Frey,ch SUI,FW,Schalke 04,de Bundesliga,28,1994,9.6,2,0,0,30,10,8,8,2,5,0,0,0,26,43,60,41.7
Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,24,1998,28.8,8,1,0,24,24,2,27,58,46,0,0,2,247,46,47,49.5
Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,26,1995,13.9,2,0,0,3,3,0,1,11,11,0,0,0,67,41,30,57.7
Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,21,2000,30.1,4,0,0,22,58,8,70,16,27,1,0,0,118,12,23,34.3
Chris Führich,de GER,"FW,MF",Stuttgart,de Bundesliga,24,1998,20.9,2,0,0,6,10,3,50,7,14,0,0,0,104,3,10,23.1
Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,25,1996,9.5,0,0,0,11,30,0,62,8,7,0,0,0,48,4,14,22.2
Angelo Fulgini,fr FRA,MF,Mainz 05,de Bundesliga,25,1996,5.8,1,0,0,7,15,1,7,5,5,0,0,0,30,4,12,25.0
Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,29,1993,27.5,4,0,0,33,48,27,20,1,4,0,0,0,84,153,130,54.1
Matteo Gabbia,it ITA,DF,Milan,it Serie A,22,1999,6.8,2,0,0,8,1,0,2,5,10,0,0,0,37,15,4,78.9
Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,it Serie A,30,1991,26.2,6,0,0,41,67,13,25,6,15,1,0,0,72,42,72,36.8
Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,22,2000,0.8,0,0,0,2,1,0,1,1,3,0,0,0,6,0,0,
Roberto Gagliardini,it ITA,MF,Inter,it Serie A,28,1994,8.7,5,1,1,20,9,0,7,4,6,0,0,0,38,16,7,69.6
Adolfo Gaich,ar ARG,FW,Hellas Verona,it Serie A,23,1999,8.1,2,0,0,17,13,4,0,3,3,1,0,1,14,25,51,32.9
Cody Gakpo,nl NED,"FW,MF",Liverpool,eng Premier League,23,1999,16.2,0,0,0,26,33,8,17,4,15,1,0,0,57,26,24,52.0
Javi Galán,es ESP,DF,Celta Vigo,es La Liga,27,1994,35.1,6,0,0,50,73,8,162,41,72,0,1,0,211,33,24,57.9
Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,28,1993,27.2,12,0,0,60,46,0,54,30,38,0,1,0,195,20,24,45.5
Pablo Galdames Millán,cl CHI,MF,Cremonese,it Serie A,25,1996,8.2,2,0,0,13,4,0,22,10,10,0,0,0,43,4,6,40.0
Conor Gallagher,eng ENG,MF,Chelsea,eng Premier League,22,2000,18.0,11,1,1,35,35,2,49,23,33,0,0,0,93,19,28,40.4
Antonino Gallo,it ITA,DF,Lecce,it Serie A,22,2000,27.6,5,1,1,13,17,2,89,13,36,0,0,2,198,25,29,46.3
Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,29,1993,29.6,3,1,0,2,5,0,0,2,2,0,1,0,33,14,0,100.0
Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,32,1989,16.4,2,0,0,14,5,2,43,16,24,0,1,1,91,12,9,57.1
Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,35,1987,23.3,1,1,0,15,15,4,19,9,10,1,0,0,83,12,27,30.8
Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,32,1989,28.6,7,0,0,43,50,0,10,56,57,0,1,0,266,27,22,55.1
Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,23,1999,16.9,0,0,0,15,32,8,22,2,7,1,0,0,58,62,64,49.2
Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,23,1999,0.7,0,0,0,2,0,1,0,0,0,0,0,0,5,2,4,33.3
Silvère Ganvoula M'Boussy,cg CGO,"FW,MF",Bochum,de Bundesliga,26,1996,2.7,1,0,0,2,0,5,1,0,2,0,0,0,4,24,17,58.5
Aleix García,es ESP,MF,Girona,es La Liga,25,1997,26.0,1,0,0,14,29,1,179,31,20,0,0,0,132,13,6,68.4
Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,29,1992,31.9,7,0,0,36,32,12,159,34,28,2,0,0,184,12,8,60.0
Borja García,es ESP,"MF,FW",Girona,es La Liga,31,1990,7.5,1,0,0,4,20,3,17,5,4,0,0,0,33,6,7,46.2
